,dataset,model,max_accuracy,mean_accuracy,std_accuracy,test_accs,max_layer
40,RAVDESS,HUBERT_ASR_LARGE,75.3333330154419,"[48.06666613 60.79999924 63.26666594 62.93333292 65.40000081 65.33333302
 63.66666794 67.2666657  69.46666479 70.86666703 72.80000091 71.33333325
 71.66666746 71.60000086 70.73333263 69.39999938 70.66666603 65.86666703
 70.53333402 66.86666727 67.20000029 65.53333282 58.20000052 59.33333158
 55.60000062]","[3.44738109 4.19841273 1.28927074 2.55951513 2.09125236 1.72562454
 2.36643201 2.54208999 2.46396229 2.27645006 1.30979287 2.13957458
 2.67498714 1.87853458 1.06249224 1.43604258 3.24551103 1.46969493
 1.49963075 2.09337524 1.85711893 3.53144546 2.42761913 2.67498655
 2.44404129]","[[45.66666781902313, 64.99999761581421, 62.33333349227905, 63.66666555404663, 67.66666769981384, 67.33333468437195, 66.00000262260437, 67.00000166893005, 70.6666648387909, 72.66666889190674, 72.33333587646484, 74.6666669845581, 72.00000286102295, 73.33333492279053, 70.333331823349, 67.33333468437195, 69.66666579246521, 68.00000071525574, 68.66666674613953, 70.333331823349, 68.99999976158142, 68.33333373069763, 59.6666693687439, 58.99999737739563, 54.666668176651], [51.66666507720947, 59.333330392837524, 63.999998569488525, 62.99999952316284, 65.66666960716248, 62.33333349227905, 63.999998569488525, 64.33333158493042, 68.66666674613953, 69.9999988079071, 72.66666889190674, 68.33333373069763, 73.66666793823242, 68.66666674613953, 71.66666388511658, 68.66666674613953, 70.333331823349, 66.66666865348816, 70.6666648387909, 65.66666960716248, 63.66666555404663, 61.666667461395264, 56.66666626930237, 58.666664361953735, 52.99999713897705], [43.99999976158142, 57.999998331069946, 63.66666555404663, 58.666664361953735, 62.99999952316284, 64.99999761581421, 59.6666693687439, 65.3333306312561, 71.33333086967468, 68.99999976158142, 74.00000095367432, 71.33333086967468, 75.3333330154419, 72.00000286102295, 68.99999976158142, 69.33333277702332, 65.3333306312561, 63.66666555404663, 72.00000286102295, 66.00000262260437, 68.33333373069763, 70.99999785423279, 62.00000047683716, 59.333330392837524, 56.99999928474426], [46.33333384990692, 66.33333563804626, 61.33333444595337, 62.66666650772095, 67.66666769981384, 66.66666865348816, 62.66666650772095, 71.66666388511658, 71.66666388511658, 74.33333396911621, 74.33333396911621, 69.9999988079071, 68.33333373069763, 73.66666793823242, 72.00000286102295, 69.9999988079071, 74.6666669845581, 66.00000262260437, 72.33333587646484, 68.00000071525574, 67.33333468437195, 63.333332538604736, 55.000001192092896, 55.666667222976685, 59.6666693687439], [52.666664123535156, 55.33333420753479, 64.99999761581421, 66.66666865348816, 62.99999952316284, 65.3333306312561, 66.00000262260437, 68.00000071525574, 64.99999761581421, 68.33333373069763, 70.6666648387909, 72.33333587646484, 68.99999976158142, 70.333331823349, 70.6666648387909, 71.66666388511658, 73.33333492279053, 64.99999761581421, 68.99999976158142, 64.33333158493042, 67.66666769981384, 63.333332538604736, 57.66666531562805, 63.999998569488525, 53.66666913032532]]",12
41,RAVDESS,HUBERT_BASE,65.66666960716248,"[51.33333266 56.80000067 55.86666703 59.66666698 59.53333259 59.53333259
 61.06666803 64.20000076 60.79999924 56.20000005 58.26666594 56.33333325
 59.33333397]","[2.55603826 3.00073985 3.53144616 1.97765366 0.90921378 0.95684817
 0.85374908 1.22202188 1.34329773 2.95597391 1.99332252 1.17378667
 1.22927368]","[[51.99999809265137, 55.666667222976685, 59.6666693687439, 62.66666650772095, 60.00000238418579, 58.99999737739563, 61.000001430511475, 65.66666960716248, 58.99999737739563, 55.33333420753479, 56.00000023841858, 54.333335161209106, 60.333335399627686], [53.33333611488342, 53.33333611488342, 49.33333396911621, 57.66666531562805, 59.333330392837524, 58.99999737739563, 62.33333349227905, 63.66666555404663, 62.00000047683716, 59.6666693687439, 57.66666531562805, 56.333333253860474, 56.99999928474426], [52.99999713897705, 57.999998331069946, 55.666667222976685, 57.33333230018616, 58.99999737739563, 59.6666693687439, 60.333335399627686, 65.66666960716248, 62.00000047683716, 57.999998331069946, 57.999998331069946, 57.66666531562805, 59.6666693687439], [51.99999809265137, 55.000001192092896, 57.999998331069946, 60.00000238418579, 58.33333134651184, 61.33333444595337, 61.666667461395264, 62.99999952316284, 59.333330392837524, 50.999999046325684, 57.66666531562805, 56.00000023841858, 60.333335399627686], [46.33333384990692, 62.00000047683716, 56.66666626930237, 60.66666841506958, 61.000001430511475, 58.666664361953735, 60.00000238418579, 62.99999952316284, 61.666667461395264, 56.99999928474426, 62.00000047683716, 57.33333230018616, 59.333330392837524]]",7
42,RAVDESS,HUBERT_LARGE,76.33333206176758,"[44.80000019 59.9333334  62.79999971 63.73333335 65.86666703 65.53333402
 65.59999943 63.33333254 66.86666608 71.26666665 71.93333268 72.46666551
 72.4000001  71.73333287 70.93333244 69.26666737 71.33333325 70.
 68.80000114 68.46666813 70.73333263 67.99999952 58.26666713 62.13333368
 65.80000043]","[2.65497484 3.89529521 3.24277032 3.20000115 1.82086763 5.15363929
 2.75196902 3.38624687 2.87208754 1.58324671 3.59876437 4.57335312
 3.19999973 4.10636422 1.56914755 3.34929384 2.12916317 2.12916224
 4.30297084 2.39999963 1.5691472  3.4189024  2.1949442  3.80409118
 1.34329743]","[[41.66666567325592, 62.99999952316284, 67.33333468437195, 64.99999761581421, 67.66666769981384, 68.33333373069763, 68.00000071525574, 61.000001430511475, 67.00000166893005, 69.66666579246521, 75.66666603088379, 75.0, 68.33333373069763, 73.66666793823242, 69.33333277702332, 66.66666865348816, 68.99999976158142, 73.00000190734863, 68.66666674613953, 68.33333373069763, 70.99999785423279, 67.66666769981384, 60.333335399627686, 56.333333253860474, 67.00000166893005], [46.00000083446503, 55.000001192092896, 63.66666555404663, 58.33333134651184, 68.00000071525574, 55.33333420753479, 69.33333277702332, 68.99999976158142, 65.3333306312561, 73.33333492279053, 66.33333563804626, 63.999998569488525, 76.33333206176758, 63.999998569488525, 71.66666388511658, 71.66666388511658, 73.00000190734863, 70.333331823349, 67.33333468437195, 72.33333587646484, 68.66666674613953, 63.333332538604736, 56.333333253860474, 67.33333468437195, 63.66666555404663], [43.33333373069763, 56.333333253860474, 62.00000047683716, 62.00000047683716, 66.00000262260437, 68.66666674613953, 65.3333306312561, 62.33333349227905, 68.00000071525574, 72.66666889190674, 70.333331823349, 71.33333086967468, 73.33333492279053, 71.66666388511658, 69.9999988079071, 66.00000262260437, 71.33333086967468, 67.00000166893005, 74.00000095367432, 65.66666960716248, 71.66666388511658, 72.00000286102295, 61.000001430511475, 59.6666693687439, 64.99999761581421], [49.33333396911621, 60.00000238418579, 63.66666555404663, 67.00000166893005, 63.333332538604736, 66.66666865348816, 63.333332538604736, 59.333330392837524, 62.66666650772095, 71.33333086967468, 71.33333086967468, 76.33333206176758, 75.0, 75.99999904632568, 73.66666793823242, 67.33333468437195, 68.99999976158142, 71.33333086967468, 72.33333587646484, 66.33333563804626, 69.33333277702332, 65.3333306312561, 58.33333134651184, 64.33333158493042, 66.00000262260437], [43.666666746139526, 65.3333306312561, 57.33333230018616, 66.33333563804626, 64.33333158493042, 68.66666674613953, 62.00000047683716, 64.99999761581421, 71.33333086967468, 69.33333277702332, 75.99999904632568, 75.66666603088379, 68.99999976158142, 73.33333492279053, 69.9999988079071, 74.6666669845581, 74.33333396911621, 68.33333373069763, 61.666667461395264, 69.66666579246521, 73.00000190734863, 71.66666388511658, 55.33333420753479, 62.99999952316284, 67.33333468437195]]",11
43,RAVDESS,WAV2VEC2_ASR_LARGE_960H,70.333331823349,"[56.40000105 55.26666522 54.7333324  55.93333244 57.33333349 61.46666646
 63.13333273 64.06666636 67.99999952 66.00000143 65.00000119 67.4666667
 66.06666684 65.0666678  63.33333254 64.66666698 62.93333292 61.39999986
 54.80000019 56.99999928 54.26666617 52.4000001  39.73333359 31.99999928
 40.73333323]","[2.62805351 3.5615219  1.90204625 1.65193543 2.44040016 2.29588983
 1.37598318 2.64491306 1.44529971 0.91893744 2.39443837 1.86904611
 2.91661877 1.94821882 2.86744262 1.82574295 3.19304857 1.61107328
 5.14068822 0.59628423 1.33998499 1.38884558 2.93181718 0.69920523
 1.38884469]","[[56.00000023841858, 52.99999713897705, 54.00000214576721, 55.666667222976685, 61.000001430511475, 60.66666841506958, 64.66666460037231, 63.66666555404663, 69.33333277702332, 66.66666865348816, 66.66666865348816, 67.33333468437195, 64.66666460037231, 61.33333444595337, 58.666664361953735, 62.66666650772095, 63.66666555404663, 58.666664361953735, 55.33333420753479, 56.333333253860474, 55.666667222976685, 54.333335161209106, 41.66666567325592, 32.66666531562805, 41.999998688697815], [54.333335161209106, 59.333330392837524, 56.99999928474426, 57.999998331069946, 58.666664361953735, 63.66666555404663, 61.666667461395264, 64.33333158493042, 68.99999976158142, 65.66666960716248, 63.66666555404663, 66.66666865348816, 61.33333444595337, 65.3333306312561, 62.99999952316284, 67.33333468437195, 67.66666769981384, 62.00000047683716, 57.33333230018616, 56.66666626930237, 52.33333110809326, 52.666664123535156, 43.99999976158142, 32.33333230018616, 42.33333468437195], [54.00000214576721, 58.99999737739563, 52.99999713897705, 56.333333253860474, 55.000001192092896, 63.999998569488525, 61.33333444595337, 59.333330392837524, 65.3333306312561, 64.66666460037231, 67.66666769981384, 70.333331823349, 68.33333373069763, 65.66666960716248, 64.99999761581421, 63.66666555404663, 61.33333444595337, 63.333332538604736, 44.999998807907104, 57.33333230018616, 52.99999713897705, 50.66666603088379, 40.00000059604645, 31.00000023841858, 40.99999964237213], [56.333333253860474, 55.000001192092896, 52.666664123535156, 52.99999713897705, 57.66666531562805, 57.66666531562805, 63.66666555404663, 66.00000262260437, 67.66666769981384, 65.66666960716248, 61.000001430511475, 64.66666460037231, 66.33333563804626, 67.00000166893005, 67.33333468437195, 66.33333563804626, 57.999998331069946, 62.33333349227905, 60.00000238418579, 57.999998331069946, 55.000001192092896, 53.33333611488342, 36.666667461395264, 32.66666531562805, 38.66666555404663], [61.33333444595337, 50.0, 56.99999928474426, 56.66666626930237, 54.333335161209106, 61.33333444595337, 64.33333158493042, 67.00000166893005, 68.66666674613953, 67.33333468437195, 66.00000262260437, 68.33333373069763, 69.66666579246521, 66.00000262260437, 62.66666650772095, 63.333332538604736, 63.999998569488525, 60.66666841506958, 56.333333253860474, 56.66666626930237, 55.33333420753479, 50.999999046325684, 36.33333444595337, 31.333333253860474, 39.66666758060455]]",11
44,RAVDESS,WAV2VEC2_BASE,65.3333306312561,"[53.06666613 56.60000086 57.5333333  57.66666651 60.0666678  60.46666622
 61.73333287 58.40000033 63.79999876 62.3333323  55.         50.73333263
 51.86666667]","[2.66999814 1.90204579 2.05047387 2.83627196 0.92856056 1.66800021
 1.45143666 1.69181098 1.12743456 2.78088607 1.46059373 3.24824705
 4.20370318]","[[55.000001192092896, 56.99999928474426, 60.333335399627686, 55.33333420753479, 60.333335399627686, 58.33333134651184, 62.00000047683716, 58.99999737739563, 65.3333306312561, 59.6666693687439, 52.99999713897705, 47.333332896232605, 50.333333015441895], [51.66666507720947, 56.99999928474426, 59.333330392837524, 58.666664361953735, 58.33333134651184, 59.333330392837524, 59.333330392837524, 60.333335399627686, 64.33333158493042, 58.666664361953735, 53.66666913032532, 52.99999713897705, 46.99999988079071], [50.999999046325684, 54.00000214576721, 57.33333230018616, 61.666667461395264, 60.66666841506958, 62.99999952316284, 62.99999952316284, 55.666667222976685, 62.66666650772095, 65.3333306312561, 56.99999928474426, 54.333335161209106, 51.66666507720947], [50.333333015441895, 59.6666693687439, 55.666667222976685, 58.99999737739563, 61.000001430511475, 60.00000238418579, 61.000001430511475, 59.6666693687439, 64.33333158493042, 65.3333306312561, 55.666667222976685, 52.666664123535156, 59.6666693687439], [57.33333230018616, 55.33333420753479, 55.000001192092896, 53.66666913032532, 60.00000238418579, 61.666667461395264, 63.333332538604736, 57.33333230018616, 62.33333349227905, 62.66666650772095, 55.666667222976685, 46.33333384990692, 50.66666603088379]]",8
45,RAVDESS,WAV2VEC2_LARGE,73.66666793823242,"[55.53333282 59.73333359 57.06666708 57.66666651 58.79999876 61.93333387
 64.33333278 62.66666651 65.93333364 67.53333449 66.60000086 65.19999981
 69.73333359 66.40000105 66.13333344 67.59999871 64.13333297 63.13333273
 62.6666677  58.13333392 55.73333263 52.66666651 46.93333387 33.66666615
 27.3999998 ]","[1.69443574 1.79381758 4.21320705 2.75680914 1.79629289 1.28927074
 3.0767962  2.5991462  1.33998499 0.93333244 1.45143627 0.97979731
 2.24499438 1.62480789 2.20705958 2.62805393 1.54344515 0.16329916
 2.13957384 2.70472846 1.86666663 2.31900398 2.45311571 1.19256978
 2.83940506]","[[55.666667222976685, 61.666667461395264, 56.99999928474426, 58.666664361953735, 58.33333134651184, 62.00000047683716, 58.99999737739563, 58.33333134651184, 67.00000166893005, 67.33333468437195, 66.66666865348816, 63.66666555404663, 68.66666674613953, 66.00000262260437, 66.00000262260437, 63.999998569488525, 61.666667461395264, 62.99999952316284, 60.00000238418579, 61.000001430511475, 52.99999713897705, 54.333335161209106, 42.33333468437195, 34.99999940395355, 23.666666448116302], [55.666667222976685, 61.33333444595337, 61.33333444595337, 54.333335161209106, 56.99999928474426, 62.33333349227905, 66.00000262260437, 64.33333158493042, 64.66666460037231, 66.66666865348816, 65.66666960716248, 66.66666865348816, 70.6666648387909, 68.99999976158142, 69.66666579246521, 68.99999976158142, 63.999998569488525, 63.333332538604736, 62.66666650772095, 54.666668176651, 57.999998331069946, 56.00000023841858, 48.66666793823242, 32.33333230018616, 28.999999165534973], [57.999998331069946, 58.33333134651184, 50.999999046325684, 55.666667222976685, 59.333330392837524, 62.00000047683716, 64.33333158493042, 62.99999952316284, 66.66666865348816, 67.00000166893005, 67.00000166893005, 65.66666960716248, 73.66666793823242, 67.00000166893005, 67.00000166893005, 68.33333373069763, 66.33333563804626, 62.99999952316284, 60.66666841506958, 55.666667222976685, 55.000001192092896, 51.33333206176758, 49.33333396911621, 34.99999940395355, 29.333332180976868], [52.666664123535156, 56.99999928474426, 54.00000214576721, 62.33333349227905, 62.00000047683716, 63.66666555404663, 68.33333373069763, 61.666667461395264, 63.999998569488525, 69.33333277702332, 64.66666460037231, 64.99999761581421, 68.33333373069763, 63.999998569488525, 64.99999761581421, 71.33333086967468, 63.66666555404663, 62.99999952316284, 64.33333158493042, 57.999998331069946, 55.000001192092896, 52.33333110809326, 46.99999988079071, 33.666667342185974, 24.33333396911621], [55.666667222976685, 60.333335399627686, 62.00000047683716, 57.33333230018616, 57.33333230018616, 59.6666693687439, 63.999998569488525, 66.00000262260437, 67.33333468437195, 67.33333468437195, 68.99999976158142, 64.99999761581421, 67.33333468437195, 66.00000262260437, 62.99999952316284, 65.3333306312561, 64.99999761581421, 63.333332538604736, 65.66666960716248, 61.33333444595337, 57.66666531562805, 49.33333396911621, 47.333332896232605, 32.33333230018616, 30.666667222976685]]",12
46,RAVDESS,WAV2VEC2_LARGE_XLSR,77.66666412353516,"[48.40000033 63.60000014 62.46666551 59.93333459 69.06666517 66.20000005
 71.86666608 71.66666746 71.86666727 74.7333324  72.73333311 73.06666732
 70.2666688  73.53333354 69.7333324  71.86666727 71.20000005 72.80000091
 73.06666613 71.26666784 68.46666694 67.46666551 33.73333335 27.3333329
 28.53333324]","[2.01549503 3.69022814 2.15612826 4.66380827 2.18479608 4.40504749
 1.65462417 2.83627294 2.90287186 2.28424498 3.0940803  3.4473813
 2.99184077 2.72111057 2.72763709 2.67996712 0.90921378 1.49962932
 1.95959244 2.03742809 3.82157575 3.15946535 3.40848576 2.43127764
 4.95580511]","[[45.66666781902313, 56.99999928474426, 58.666664361953735, 53.33333611488342, 69.9999988079071, 71.66666388511658, 69.33333277702332, 66.66666865348816, 66.66666865348816, 71.66666388511658, 75.66666603088379, 75.99999904632568, 66.66666865348816, 74.6666669845581, 69.33333277702332, 74.00000095367432, 72.33333587646484, 72.66666889190674, 75.66666603088379, 73.66666793823242, 67.33333468437195, 69.9999988079071, 37.99999952316284, 26.333332061767578, 20.999999344348907], [49.33333396911621, 67.00000166893005, 64.99999761581421, 65.66666960716248, 64.99999761581421, 58.666664361953735, 71.33333086967468, 73.66666793823242, 73.00000190734863, 76.66666507720947, 68.33333373069763, 75.0, 66.66666865348816, 74.00000095367432, 72.33333587646484, 73.33333492279053, 69.9999988079071, 75.66666603088379, 70.99999785423279, 70.6666648387909, 71.66666388511658, 64.33333158493042, 34.33333337306976, 31.00000023841858, 34.00000035762787], [50.0, 67.00000166893005, 62.33333349227905, 60.00000238418579, 70.6666648387909, 65.66666960716248, 71.33333086967468, 73.66666793823242, 70.99999785423279, 75.0, 69.66666579246521, 74.00000095367432, 72.00000286102295, 74.33333396911621, 71.66666388511658, 69.33333277702332, 70.333331823349, 72.33333587646484, 70.99999785423279, 72.00000286102295, 63.66666555404663, 62.99999952316284, 33.33333432674408, 24.666666984558105, 33.33333432674408], [50.66666603088379, 64.33333158493042, 62.33333349227905, 56.333333253860474, 70.99999785423279, 65.66666960716248, 73.33333492279053, 70.333331823349, 75.0, 72.66666889190674, 75.3333330154419, 66.33333563804626, 73.66666793823242, 76.33333206176758, 70.6666648387909, 74.6666669845581, 71.33333086967468, 71.33333086967468, 75.0, 67.66666769981384, 65.66666960716248, 70.6666648387909, 27.666667103767395, 29.333332180976868, 25.0], [46.33333384990692, 62.66666650772095, 63.999998569488525, 64.33333158493042, 68.66666674613953, 69.33333277702332, 74.00000095367432, 74.00000095367432, 73.66666793823242, 77.66666412353516, 74.6666669845581, 74.00000095367432, 72.33333587646484, 68.33333373069763, 64.66666460037231, 68.00000071525574, 72.00000286102295, 72.00000286102295, 72.66666889190674, 72.33333587646484, 74.00000095367432, 69.33333277702332, 35.33333241939545, 25.333333015441895, 29.333332180976868]]",9
47,RAVDESS,WAV2VEC2_LARGE_XLSR300M,79.00000214576721,"[48.19999933 52.06666589 58.06666613 61.20000005 64.13333297 65.66666603
 66.40000105 72.4666667  72.20000029 73.26666713 74.9333334  72.99999952
 74.13333297 72.86666632 74.86666679 71.73333287 75.2666676  74.86666679
 75.93333483 71.79999948 62.2666657  64.19999957 53.59999955 39.46666718
 38.39999974]","[3.45510843 2.43493075 1.8061625  2.24697318 1.39204142 3.63317937
 4.14407236 3.00074041 2.57854383 3.1297845  2.61108848 3.06231517
 2.94089888 1.77137841 2.56125067 1.8306048  2.21509923 1.14697561
 2.55951426 3.57522233 3.76769937 1.52897953 4.31225587 3.36386046
 4.18675096]","[[49.666666984558105, 49.000000953674316, 55.33333420753479, 62.66666650772095, 66.33333563804626, 67.66666769981384, 73.00000190734863, 69.33333277702332, 72.66666889190674, 67.33333468437195, 70.99999785423279, 68.99999976158142, 74.6666669845581, 69.9999988079071, 73.33333492279053, 71.66666388511658, 72.66666889190674, 76.99999809265137, 74.00000095367432, 69.66666579246521, 59.333330392837524, 66.33333563804626, 55.666667222976685, 40.00000059604645, 41.66666567325592], [43.666666746139526, 56.333333253860474, 57.66666531562805, 63.999998569488525, 64.99999761581421, 64.99999761581421, 65.66666960716248, 74.00000095367432, 69.9999988079071, 74.6666669845581, 76.66666507720947, 74.33333396911621, 75.99999904632568, 73.66666793823242, 71.33333086967468, 69.9999988079071, 77.33333110809326, 74.33333396911621, 79.00000214576721, 71.33333086967468, 66.00000262260437, 63.999998569488525, 55.33333420753479, 43.33333373069763, 30.33333420753479], [52.666664123535156, 52.33333110809326, 58.33333134651184, 61.33333444595337, 62.33333349227905, 64.66666460037231, 63.66666555404663, 76.99999809265137, 69.33333277702332, 75.99999904632568, 78.66666913032532, 70.99999785423279, 68.33333373069763, 74.6666669845581, 78.66666913032532, 72.66666889190674, 78.33333611488342, 74.33333396911621, 79.00000214576721, 77.99999713897705, 56.333333253860474, 64.99999761581421, 46.33333384990692, 42.33333468437195, 38.999998569488525], [50.333333015441895, 50.66666603088379, 61.000001430511475, 60.66666841506958, 63.333332538604736, 60.00000238418579, 61.000001430511475, 73.00000190734863, 72.33333587646484, 75.3333330154419, 74.6666669845581, 77.99999713897705, 75.99999904632568, 74.33333396911621, 76.66666507720947, 74.6666669845581, 73.33333492279053, 75.0, 73.00000190734863, 67.33333468437195, 64.66666460037231, 63.999998569488525, 58.99999737739563, 37.66666650772095, 39.33333456516266], [44.66666579246521, 51.99999809265137, 57.999998331069946, 57.33333230018616, 63.66666555404663, 70.99999785423279, 68.66666674613953, 68.99999976158142, 76.66666507720947, 73.00000190734863, 73.66666793823242, 72.66666889190674, 75.66666603088379, 71.66666388511658, 74.33333396911621, 69.66666579246521, 74.6666669845581, 73.66666793823242, 74.6666669845581, 72.66666889190674, 64.99999761581421, 61.666667461395264, 51.66666507720947, 34.00000035762787, 41.66666567325592]]",18
48,ShEMO,HUBERT_ASR_LARGE,93.81720423698425,"[86.55914068 90.21505356 91.61290407 92.15053916 92.15053916 91.50537729
 91.12903237 91.77419424 92.74193645 92.52688289 92.20430255 92.36559272
 92.68817306 91.9354856  91.93548441 91.9354856  90.75268865 90.9677434
 90.48387051 89.46236372 89.46236372 88.49462271 87.36559153 86.61290407
 84.9462378 ]","[0.88342264 0.6034951  0.82242398 0.26338574 0.78649059 0.77165163
 0.5889506  0.80824271 0.72131156 0.46249016 0.74107718 0.49858116
 0.57403592 0.74107718 0.89963536 0.70098884 0.60349531 0.69269439
 0.89318695 0.5212554  0.54828115 0.9218501  0.89963358 0.78649059
 1.53955147]","[[87.6344084739685, 89.51612710952759, 91.93548560142517, 92.20430254936218, 91.12903475761414, 90.86021780967712, 90.59139490127563, 93.01075339317322, 93.01075339317322, 92.7419364452362, 91.66666865348816, 91.93548560142517, 92.20430254936218, 91.66666865348816, 91.66666865348816, 93.01075339317322, 90.32257795333862, 90.86021780967712, 90.05376100540161, 89.7849440574646, 90.05376100540161, 89.7849440574646, 86.29032373428345, 85.75268983840942, 86.02150678634644], [87.6344084739685, 90.32257795333862, 90.05376100540161, 91.66666865348816, 91.39785170555115, 91.93548560142517, 91.12903475761414, 90.59139490127563, 93.81720423698425, 92.7419364452362, 91.12903475761414, 93.01075339317322, 92.4731194972992, 90.86021780967712, 90.59139490127563, 90.86021780967712, 91.12903475761414, 90.86021780967712, 90.32257795333862, 88.97849321365356, 88.70967626571655, 88.97849321365356, 87.90322542190552, 85.75268983840942, 86.29032373428345], [85.75268983840942, 90.86021780967712, 91.93548560142517, 92.4731194972992, 92.20430254936218, 90.32257795333862, 91.12903475761414, 91.66666865348816, 91.93548560142517, 93.01075339317322, 93.27957034111023, 92.4731194972992, 92.4731194972992, 93.01075339317322, 91.66666865348816, 91.93548560142517, 91.12903475761414, 90.86021780967712, 89.24731016159058, 90.32257795333862, 89.51612710952759, 88.70967626571655, 87.90322542190552, 86.55914068222046, 81.98924660682678], [86.02150678634644, 90.86021780967712, 92.4731194972992, 92.20430254936218, 93.01075339317322, 92.20430254936218, 90.59139490127563, 91.39785170555115, 93.01075339317322, 92.4731194972992, 92.4731194972992, 92.7419364452362, 93.81720423698425, 92.4731194972992, 92.4731194972992, 91.66666865348816, 89.7849440574646, 90.05376100540161, 91.93548560142517, 88.97849321365356, 90.05376100540161, 87.90322542190552, 88.44085931777954, 87.3655915260315, 85.2150559425354], [85.75268983840942, 89.51612710952759, 91.66666865348816, 92.20430254936218, 93.01075339317322, 92.20430254936218, 92.20430254936218, 92.20430254936218, 91.93548560142517, 91.66666865348816, 92.4731194972992, 91.66666865348816, 92.4731194972992, 91.66666865348816, 93.27957034111023, 92.20430254936218, 91.39785170555115, 92.20430254936218, 90.86021780967712, 89.24731016159058, 88.97849321365356, 87.09677457809448, 86.29032373428345, 87.6344084739685, 85.2150559425354]]",8
49,ShEMO,HUBERT_BASE,91.66666865348816,"[86.72043085 91.29032373 89.62365508 89.78494406 90.26881814 89.89247203
 89.30107355 89.73118186 89.19354677 89.0322578  88.70967627 88.92472982
 88.33333254]","[0.69269282 0.49858348 1.00005833 0.44981679 0.90603943 1.00005833
 0.64516068 0.70918971 0.80465674 1.05354504 0.94660215 0.85684743
 0.71325196]","[[86.82795763015747, 91.66666865348816, 88.44085931777954, 89.51612710952759, 91.12903475761414, 88.17204236984253, 88.17204236984253, 90.05376100540161, 89.24731016159058, 88.44085931777954, 88.17204236984253, 87.6344084739685, 87.3655915260315], [86.55914068222046, 91.66666865348816, 90.86021780967712, 89.24731016159058, 88.70967626571655, 89.51612710952759, 89.24731016159058, 88.70967626571655, 90.32257795333862, 90.86021780967712, 87.90322542190552, 90.32257795333862, 87.90322542190552], [86.55914068222046, 91.39785170555115, 88.44085931777954, 89.51612710952759, 90.86021780967712, 90.32257795333862, 89.24731016159058, 89.51612710952759, 89.7849440574646, 87.90322542190552, 87.90322542190552, 88.97849321365356, 89.51612710952759], [85.75268983840942, 90.32257795333862, 90.05376100540161, 90.32257795333862, 89.7849440574646, 90.32257795333862, 89.7849440574646, 89.51612710952759, 88.17204236984253, 88.44085931777954, 90.32257795333862, 88.70967626571655, 88.44085931777954], [87.90322542190552, 91.39785170555115, 90.32257795333862, 90.32257795333862, 90.86021780967712, 91.12903475761414, 90.05376100540161, 90.86021780967712, 88.44085931777954, 89.51612710952759, 89.24731016159058, 88.97849321365356, 88.44085931777954]]",1
